0,2.617,-2.757,7.14
1,3.001,-2.489,7.006
2,3.001,-2.5,7.0
3,3.0,-2.5,7.0
0,2.617,-2.757,7.14
1,3.001,-2.489,7.006
2,3.001,-2.5,7.0
3,3.0,-2.5,7.0
